Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh
Chicago,2024-04-01 03:12:48,-2.562659564252881,30.356592686806117,2.624327940593112,2.601357172764515
New York,2024-04-21 10:17:28,8.863085501621878,71.49254432410874,4.878106976166015,21.90418631416185
Dallas,2024-04-03 22:07:55,6.51428359633557,42.00601480863101,1.40519717021102,18.3857666424378
New York,2024-02-19 19:53:31,38.54553445508572,40.45083027570128,1.1234944722685123,13.262019553227326
Philadelphia,2024-05-18 02:32:21,-2.015243206241837,36.062192938638816,6.664136009247096,18.623464960477232
San Diego,2024-01-24 12:04:12,-6.853765398095199,84.66678016810256,9.027690729811445,18.23363186115423
San Diego,2024-03-03 11:02:14,35.666564603431475,74.06095593366784,1.328726429113336,24.16129534288677
Chicago,2024-04-03 12:07:38,7.166149704623312,50.37727255787604,4.669552853434745,11.8411653447305
Phoenix,2024-03-24 22:44:11,34.45364756018925,59.57697278853084,4.514322759604513,20.487150456793035
Chicago,2024-04-05 13:22:42,38.3862332590312,74.04971233524493,6.792912658106635,3.292467221763389
Philadelphia,2024-03-26 12:45:39,7.106603067429777,79.17732292186865,5.767120386880437,22.36447863070887
San Jose,2024-05-08 20:16:57,35.09744038143385,40.225819749904346,6.088405818629776,20.01338012524588
San Diego,2024-02-10 22:46:21,-5.8558237543535085,52.26313782453912,7.113659331615052,2.263166801598274
Phoenix,2024-03-31 18:02:37,4.644342012817502,44.42040499281212,1.9760095400373368,19.34360602351551
San Antonio,2024-03-15 00:09:26,25.81876555515251,56.58720204534033,2.8102420121675955,17.783903920322704
New York,2024-03-27 22:42:17,-0.0719821207166546,57.84436962230707,6.440449130053189,20.61742321997501
New York,2024-02-19 22:13:16,19.49970412322616,30.72690559260132,0.9612908844981384,9.214481930181073
Philadelphia,2024-03-15 01:56:40,23.03489274746097,61.83627506334304,5.984887195340792,23.052357805191907
San Antonio,2024-01-18 02:56:20,28.564152794528965,34.87164279146702,6.1368909669424445,22.281676940938635
Chicago,2024-01-25 08:21:22,8.708564974702668,85.23464429492351,6.896760567685739,20.61685797283381
San Jose,2024-02-11 04:20:02,39.68529995692247,36.12414498914817,4.860976001533606,26.395245474694985
San Antonio,2024-01-10 14:19:31,38.4747494282275,46.04406684437924,8.355548511066067,5.170237503370631
Dallas,2024-05-06 17:55:33,-5.378187061170899,84.47965426312626,7.589245087849536,28.50827263858062
Houston,2024-02-17 19:00:39,36.97609043534906,34.39634800127769,7.531080295174632,5.400062538352575
Los Angeles,2024-02-05 12:16:34,30.72841714228825,64.88170104559038,2.0749944961575952,29.129348273064323
Chicago,2024-03-05 19:08:19,-2.584092066801304,33.05959786866597,0.2203415326659352,12.462442261392251
Los Angeles,2024-02-06 19:02:21,31.730566759170458,65.33243677945956,3.673384684277388,19.71032548755595
San Jose,2024-02-27 23:17:08,34.882562153866,51.2660907520314,8.17077309222166,28.581855874230104
New York,2024-03-16 08:16:23,30.70803958488719,54.76298745303472,6.05131492505692,4.72350936254372
New York,2024-05-04 06:50:04,6.926827237536962,85.18748933967379,4.983685023182924,13.203945374674698
New York,2024-02-16 04:53:42,35.45401366040336,48.50552447549239,6.0410309223737695,20.96640089102335
San Antonio,2024-04-13 01:17:16,35.20538643572596,76.33970376551457,8.64992078424789,1.516557604010571
Los Angeles,2024-01-06 19:12:46,33.335416539565884,83.38480071008948,4.580279154719444,17.43262831909747
San Antonio,2024-03-05 22:47:00,33.313038229235765,74.84844145719055,6.771009760241591,14.730066799673107
San Jose,2024-01-18 07:59:09,32.77500795274025,78.27035012348057,2.17100595073937,0.6672368771225101
Dallas,2024-01-15 12:05:00,-2.994002145606358,58.632105329977385,3.6988496370350807,20.08018361671389
San Antonio,2024-03-13 22:42:03,18.25073612073336,89.90912121622364,5.597309931064348,18.755325697130928
Dallas,2024-04-15 13:57:07,-8.956553012686715,80.73161942998043,2.552757895318835,4.020764669095533
Chicago,2024-01-22 01:57:10,15.80199893195277,51.62227630975775,1.2582713312945204,23.72235752221433
Houston,2024-04-04 23:04:10,20.320756707851935,65.54468591112806,1.9637321828267047,19.64002961332933
Philadelphia,2024-04-25 01:43:53,-5.129359587366746,66.58527291986155,1.5540255084044996,9.958618675928095
Los Angeles,2024-05-17 09:13:01,-3.089434137692084,58.55910058853885,5.329172080949381,20.474034757070022
Houston,2024-02-17 18:32:10,32.60828833588853,39.67135639505854,8.453786764050133,18.499457878013875
Dallas,2024-02-17 00:26:18,13.234321072222546,80.16050747326877,7.893232502447037,19.614764738816984
Houston,2024-03-06 21:37:08,37.51556043900003,75.94624315264274,0.0348623752324861,24.30661695933074
Los Angeles,2024-05-05 12:20:50,29.292222427160183,37.25006398383455,1.715967560965861,21.529297859810185
San Diego,2024-02-02 10:25:50,38.19855791211762,84.96510096661883,2.753189783798715,13.676046279052755
Phoenix,2024-04-30 06:09:27,1.1748590179519152,59.38993865374031,1.8790236975215455,4.159059656517824
Los Angeles,2024-04-03 08:14:36,-3.997637249515092,71.73905343711525,5.163653940680058,20.26335365567339
Philadelphia,2024-01-28 04:20:21,1.2618719737781152,31.195788072913096,7.476354662822794,18.37136893058326
Philadelphia,2024-05-10 11:49:48,20.952918048525863,45.5175518475113,9.645094701887263,13.03656583118066
Houston,2024-04-16 20:54:49,24.26456868286712,87.39781380852604,4.183074541850931,22.97140224117292
Houston,2024-04-16 13:05:15,29.866898957278607,61.018927765564825,2.16063553831503,22.40361814663324
San Jose,2024-01-22 20:21:51,10.098394636782263,68.89099530254205,5.010062451035671,2.740234977095456
San Antonio,2024-01-05 03:41:22,34.36168343052322,39.63143165739236,6.322696187891488,15.452020631125812
San Diego,2024-02-24 16:53:49,-8.248509048423882,58.04193535036711,4.204966178650295,8.19680013693725
San Diego,2024-04-18 04:13:11,0.3280063717189723,82.21373172674475,2.5991949545363657,24.225841982017887
San Jose,2024-02-26 05:58:53,15.808754461465906,34.913191868512726,0.7383846206363964,14.924872769912826
San Diego,2024-03-10 06:11:19,18.522540618042104,82.75321578714093,4.054785916773773,1.9625163298158133
Phoenix,2024-03-15 01:15:24,-6.0956293165090845,54.08685741981847,1.5913490709322176,2.985199142552606
Houston,2024-02-17 09:34:47,16.94164686216356,52.75535247346011,5.813487823853772,11.802867947338688
Chicago,2024-04-10 21:27:42,2.68943120711295,46.189693895617935,3.370443906388758,10.963422345469848
